account_id,yield,yield_decimal
0xc20240bbcd40f799983ab7e0dcf42bbc58685aef,4.111864,0.00000468
0xcbe31b776ec55d09b71fcf0fca7afbf49e74a6c1,4.115889,0.00000469
0x9873b03ef7532306ab61b53b97bb27bc19b21850,4.124591,0.00000470
0x33a92674db12a9d7bfaeb611a9a8329bfeb7c481,288.845887,0.00032898
0x064242b7ab5e0ffb1d0220ff4f55feaf4554c9e2,4.124095,0.00000470
0x02348c1bd6ac4445c0dcd3dcd7922c11ddb10af1,4.101701,0.00000467
0x5c237b44d07ffc5f06c52bcbc56619d6c3e2cf58,48.809618,0.00005559
0x0b805b78f7a088de954203679b430a87ecbc194a,4.124461,0.00000470
0x05a346915fda7a9f34d4708205de97d86380c259,4.124127,0.00000470
0xf167abd966e6989ddb210e272681799301fea5f2,4.101789,0.00000467
0x71fc297e428b69f1bbb1945a9e0edde5e427d1a4,4.123971,0.00000470
0x10fcb336b654c248a98ba5e4423557ccd5d639c8,4.119985,0.00000469
0x25569bfb3bbb1a32111e3ba649cc9c2c54d973d4,4.127926,0.00000470
0xbb9346868b6786a408ed3a9577576b310b49e8e0,4.125173,0.00000470
0xb9c397077bd7d20639341fad91e7213d5cfa827e,4.119852,0.00000469
0x14ee85d8c15a91ea7e850ce085d07ba3161ea347,4.123814,0.00000470
0x9aedf75039abd3caa8ea84dadac9d7b25499670f,4.123420,0.00000470
0xdd3265acdf9bfbd9f5b3229ec834c0710e50a9c0,4.101326,0.00000467
0x6c13b6447519f6f041305354ec6ea4d0020e4e26,4.101546,0.00000467
0x73b830c89453e691993c76a77d14886549af5400,4.122407,0.00000470
0x6c639b59b4a31f94fefe5ff8d38ada6d4378472b,4.121081,0.00000469
0xabf4b0607a2ab5c22ae6d4b1da5757b2e5920492,4.122199,0.00000470
0x7e811f5ad0ba161af2dd6df467f460c01ea2ac7c,4.122413,0.00000470
0x8022155ab5978832c247bd386b4b13dc42338ea5,4.119602,0.00000469
0xab10b257da5f2538f44e3d3246750593a7b24fc5,4.119328,0.00000469
0xb633e5ef871234f6820b31e4b8ccdf5333def4c6,4.119202,0.00000469
0x91105b2422509980a158dd57b8f53e58c6a0b782,1.621444,0.00000185
0x0a340eaae7725643adbb786be34b018be33b5860,4.110791,0.00000468
0x6a63546de6b9deb3cffa9b07f9d7100c5e84762b,4.110912,0.00000468
0x4add19074c3bc6976a4e865f9a73c325cf02630f,4.110544,0.00000468
0xa03d31ac764dfd9f9a7d0831b9905e9d6e68fb1d,4.106529,0.00000468
0x8e1ec76e3bf98fa54649c8566e592538c47271df,4.107565,0.00000468
0x620d301d0495d703da59a5b605caa15b3636175e,4.110015,0.00000468
0x64b01a5731b648f00e5bef7bf5ece59ebe1daf7f,4.127040,0.00000470
0x8d86935d4b5866411545db3d5de762470cee16fb,4.098615,0.00000467
0x5d62bdd26b584d0f988108c4d368ba1db985d9c0,4.127148,0.00000470
0xa7fd5f1a4f1e31829efdfde53d1376b7fac48873,4.101455,0.00000467
0xbd3c4255e00384d4b3d77605ab32007f80e59700,15.465913,0.00001762
0xb1ce5d6529d6ace7bb0c6902f2cc454a4bfb0de4,1.293277,0.00000147
0xebe67bfae6bacd0816379951b56b2f4a73e1bab7,3739.685783,0.00425936
0x4a5d3fefd321d062fc8aa175b498286e362d6a41,1.297532,0.00000148
0x10c0014602516a154f8883ae4cbf09322d84cb81,2344.376180,0.00267015
0x48da9d54b240d70ebf0234c10ce065319dc6adf2,36.928364,0.00004206
0x32f8c8b40b62a73d514e8be0f58074edba533937,70.617124,0.00008043
0xc513fb4b979f1cefc43682ca7ab4a19cee1cacc2,6.093909,0.00000694
0xc84e76683ded37c64f44fb047128b918b376e41f,19.980715,0.00002276
0x2dcd3a997c72dd77c271916c4f1d878e3d4ff296,737.562663,0.00084006
0x1821f4c3d20c28dac9bca886180e46de8987ecf5,4983.959387,0.00567654
0x52452343cf7d140ff4212e9a7bce275cde183bb8,22.107324,0.00002518
0x883eb80c3a9591e8647c11d75fcbeec2ce0ef057,803.317894,0.00091495
0x9f673eee7c2131150ff4280815aa14b6235b0d37,315.506086,0.00035935
0x198fd696c740464de645fb3f1f399a2a4de78977,33.207341,0.00003782
0x9b3e84714e7b8501648b50e2fc002f8f3dec5ad5,69.883060,0.00007959
0x46e34f7a47dc9a2ef5bc82641488ee4a1e6c7a5e,12101.780897,0.01378346
0xe66e1e9e37e4e148b21eb22001431818e980d060,43.715805,0.00004979
0x39260b9be6b55b18505c6dd098d7fe0bb8622101,30.262653,0.00003447
0x2b23e4e377f2494955089040c1d56a116cf55956,199.049621,0.00022671
0x4bf5a2c05113dbd2589c6cc57553d2305d8d4b17,80.691435,0.00009190
0x53e1a3503231582f6ff5c6a143fb33dec79fe7e7,21.725962,0.00002475
0xac33636a40f5471578eb9913938d89d81ea6f9f3,39.474200,0.00004496
0x59087efe1c2de9a18d58af192b0c7947cdb021f7,3.334698,0.00000380
0x714f84a84fa6ec376ccbf6a5072c28aaa832d6e4,127.979411,0.00014576
0x7a0ddf74e1a5ab33e394ad8ae040e425944ac099,1829.749425,0.00208401
0xfe9b19040f0706017ab16c1e46332d0c87583ce6,49.134287,0.00005596
0x3f04ec69dbf59976b0169f8234c41d16c5b72567,23.407383,0.00002666
0xce2192f2ae41c6eafbddea45a6deed921b9644dd,73.134006,0.00008330
0xc01ea09f5f9c2997e220c23a64ac90d3244c3b2d,7.211737,0.00000821
0xfe76e2bb5df6320f91b1e47fccd72554d2015821,14.077997,0.00001603
0x73761a5354275b90c2581ea270ebc75744fbcb11,5.747288,0.00000655
0xe1f616156e6ca0fa401639c0c5177a60a925ef79,14.799869,0.00001686
0xb23ac80e675c933647f04114c18d6f5330a82e68,1.236790,0.00000141
0x7b2dcadceac7b472409eceeca489fee8b5db2de4,275.299527,0.00031356
0xf3c692c5f7388b7c4e9c12059c5601e5f99192d1,27.615445,0.00003145
0xbffbbe28203ea747a628659b5319ded64bc13fe5,32.422290,0.00003693
0x23e9030cc87d83de18a94c22c68678ed2d4e93ff,7.210479,0.00000821
0xfa4ca6bd07cf1223369884620636b29f1f53c7ee,7.241511,0.00000825
0x56eaf95ca6e7f962d005752042c54763d70ec108,7.230560,0.00000824
0x54341e85a1685b9dada707198770c5792f85c603,7.233543,0.00000824
0x72ecc929626c1d75972b28ebe4e4d9d11ede5a7a,7.232579,0.00000824
0x698da17e84b0c8f8fc8097e77fc6ecc4edb47b12,7.231035,0.00000824
0x46c9b124af0b5b546efbc9a21f75688b10637576,7.230323,0.00000824
0xd0ae7987b87b9b475a30cbf330d17e838024193f,7.231728,0.00000824
